2551462144 801173025 198781801 3134880100 3311311936 399560121 1401379225 49350625 927263401 18267076 410143504 903904225 615188809 963605764 2032837569 188705169 2430785809 3169577401 3225444849 661261225 716847076 341399529 1818254881 80138304 508006521 47141956 808890481 1473945664 1050602569 324396121 53831569 1688881216 2052633636 1898083489 1177587856 386319025 175191696 3143508489 1172994001 1290102724 18550249 105966436 310393924 2644119241 12299049 1592648464 3964843089 339185889 3341880481 137522529 3306365001 74978281 2728495225 640444249 504855961 9746884 2310821041 2853696400 1226400400 3275272900 681366609 1273704721 14961424 211004676 2556819225 1634180625 223592209 3195640900 2515022500 1773167881 3047371209 1278491536 4086789184 2412479689 1979894016 454073481 114083761 995276304 1455041025 3077697529 29669809 1165061689 20205025 1314787600 737122500 2034100201 1869092289 744769 1953463204 78961 3926024964 194481 930738064 243297604 2072707729 106874244 2312263396 266766889 3659887009 429608529 1859248161 1773925924 2011522500 3379561956 730891225 1091113024 568297921 3736754641 800946601 15178816 11404129 3703331025 2099014225 2671545969 1923787321 67732900 3929283856 921486736 3207070161 2276816656 4057180416 3331944729 3952888384 334450944 2903808769 3216477796 2299394304 6071296 2742197956 681784321 2929190884 100280196 81036004 2539857609 30880249 463411729 293299876 29724304 265364100 3312400 3276074169 506745121 568297921 3361216576 1415038689 298287441 2784567361 2413560384 844890489 1002102336 723502404 2005875369 1641141121 3784956484 68807025 3474513025 4263175849 2226801721 1156204009 1259256196 110733529 255025 277122609 5702544 53436100 2694025216 1613950276 431475984 552156004 504676225 400 719097856 1235874025 1525371136 436433881 799249441 1587384964 1350415504 225690529 2504602116 2115908001 3684854209 899520064 3631026564 160731684 991935025 735331689 434514025 398281849 157552704 10764961 3658919121 3651422329 88604569 2705456196 383180625 792141025 1548265104 1044905625 2189959209 1447269849 1268072100 25796241 326524900 2706912784 83905600 4131918400 1557328369 2684379721 435056164 2689252164 1560250000 18783556 2956966884 524181025 946485225 2811226441 2116644049 2226801721 742726009 346741641 2953922500 3824432964 1464516361 1701480001 498494929 35022724 680740281 1347110209 449652025 1731392100 891798769 256224049 1897734969 1441265296 211062784 2549038144 183304521 703469529 1277490564 1456643556 355020964 2507505625 3733576609 2851560000 3580586244 284089 2696101776 1847280400 1209300625 2139802564 471541225 2164668676 493461796 95316169 238980681
902161296 2807516196 3435014881 2005337961 3003368809 500461641 3971394361 2096815681 50808384 2580640000 3553352100 613404289 3161925361 534765625 562021849 4231892809 98168464 2358947761 4739329 3332406529 4000689001 215854864 2484922801 3987796201 393347889 2749009761 270400 530150625 2373540961 40182921 2536733956 137194369 1328675401 347076900 45158400 74511424 4069546849 892635129 3191007121 1641465225 2331634369 841580100 1823460804 1914325009 3020601600 1270851201 1594085476 2148693316 119311929 3424941529 1022336676 767179204 3932167849 829958481 3922391641 360696064 115885225 1344102244 1292690116 641304976 203861284 2541268921 38217124 1739056804 580376281 3777208681 2060524449 1789797636 1580221504 426409 903122704 3589208100 2423592900 902500 978438400 1609052769 1556618116 1007237169 2919132841 760711561 677873296 225240064 1160833041 432972864 3582621025 467121769 3436890625 1849000000 1740725284 1119973156 3309931024 250209124 23049601 17405584 2287804561 2228028804 1029832281 432099369 32012964 101324356 174530521 262278025 1206659169 892933924 2062703889 163635264 84345856 1454049424 1549288321 640596100 251698225 3618864649 774397584 956484 554084521 283619281 251285904 2776657636 112572100 3324675600 2044215369 2425464001 3736489 387617344 404492544 903663721 387656721 15452761 1599920001 2803702500 328443129 202948516 15382084 3833343396 1118434249 3805409344 3490919056 426422500 4086789184 1108809 1124462089 499388409 985018225 172580769 69839449 1629333225 579461184 2931681025 1864685124 3409742449 105472900 43903876 59336209 3456969616 1322995129 84879369 1123590400 19272100 393268561 4112015625 3576638025 2799150649 2367017104 2583383929 300155625 4064572516 3069160000 3704183044 107474689 2843982241 3350788996 1077414976 391723264 3388986225 1570774689 525005569 1242280516 3276646564 114340249 2919889296 128074489 3006756 453008656 177928921 29127609 174768400 2763394624 17464041 52664049 1104698169 3091248801 1988803216 812421009 1523418961 2194172964 1149684649 2186965225 60357361 1978203529 3636813636 4046232100 162231169 629106724 4013222500 1610978769 201611601 512026384 1530609129 4234495329 187991521 3942960849 2831729796 508412304 653211364 120143521 458559396 1002925561 585204481 493017616 600691081 1946221456 4196577961 1840839025 365115664 2518734969 1929581329 93896100 4141952164 3531092929 453434436 303421561 664041361 470065761 725655844 4173418404 475806969 2511012100 317588041 1528340836 11029041 2819716201 165353881 322023025 3946980625 4275459769 1692746449 271326784 178329316 1551808449 2081823129 757075225 868421961 2070159001 616826896 2683965249 346034404
305515441 1239462436 3841892289 1996302400 577600 494039529 954192100 4280954041 322741225 2382806596 405458496 2965564849 2345561761 1890249529 1750250896 55532304 556063561 1540091536 1731558544 2402500 3320986384 812022016 3117323889 435974400 3882660721 1855972561 4137576976 1527011929 775845316 672727969 1886164900 1770978889 437897476 2740836609 3187618681 322274304 2510110201 4230331681 41499364 62173225 553425625 3442990329 3463793316 1773167881 2233602121 3322600164 3837554704 535922500 93045316 248440644 1025280400 4005877264 1310295204 1314932644 216001809 3180508816 1432092649 651934089 559842921 826907536 897182209 1746236944 474542656 3308895529 217356049 1882952449 193265604 184307776 132181009 2472675076 60466176 236852100 1020163600 100922116 1171213729 1458705249 3850823025 1509477904 798853696 1500710121 195356529 33097009 1848226081 652598116 96609241 79727041 164019249 74494161 1093492624 2212197156 565393284 2761502500 236021769 3533232481 2450250000 718454416 124010496 55502500 2166623209 846169921 3976185249 2638055044 35988001 2043311209 103897249 2337915904 125552025 4129024 476941921 3774873600 3790809 3705765625 1588261609 350700529 339259561 2627641 251000649 195300625 9554281 2789741124 11309769 814645764 2109289329 58140625 2241075600 3208542736 193098816 1032401161 4990756 341658256 768342961 3212168976 67502656 448931344 1916863524 2774234241 738263241 3269895489 78623689 4159089081 3503811249 2575055025 3135104064 874089225 1795600 1189974016 894428649 1101509721 1025344441 92044836 484616196 3988009 4097536144 2547220900 34969 164454976 859251969 149010849 191905609 927994369 536061409 247495824 221414400 531855844 800267521 2993731225 94556176 1807950400 3228285124 2672579809 586220944 820822500 1720673361 1278706081 1387786009 2347790116 2043763264 698896 2541168100 464187025 3245808784 1692088225 1637739961 4191915025 2863962256 4120998025 4099456729 1167930625 3789387364 3592324096 783496081 1728231184 2434139569 184878409 50098084 126427536 789441409 450500625 33767721 894608100 52548001 61638201 509675776 1574264329 20903184 2249415184 116100625 323712064 846751801 427042225 972878481 1504974436 574369156 1630382884 2720978569 3030502500 2347790116 203604361 2176595716 1297224289 2554797025 42510400 1781684100 357474649 2766549604 1215010449 842915089 439237764 1558275625 3908125225 296803984 15713296 3159901369 139240000 1968608161 327211921 16556761 2883690000 605061604 2690808129 3248202049 33593616 1810077025 714118729 293676769 692268721 1168750969 1413684801 221206129 4048013376 16990884 2723691721 67486225 1805825025 62299449 425473129
2832049089 2148971449 474847681 2026710361 3828020641 1812290041 1219057225 837928809 437562724 655923321 4180786281 5583769 4264612416 812421009 1643978116 4207987161 3095920881 152275600 483076441 2118024484 181818256 3943212025 724417225 1051769761 60109009 452583076 2393209 105822369 751088836 8352100 3501325584 10201636 104878081 3867222969 3529072836 2861180100 338780836 4035171529 2714722609 1332177001 938503225 2006323264 96157636 1109489481 136375684 160883856 95257600 3472509184 21464689 193738561 3883782400 548496400 1855714084 1641222144 1132322500 295702416 43744996 760490929 485849764 4149034569 14470416 2147951716 19766916 1961692681 21659716 3755238400 700569 1716859225 3910000900 486908356 2913192676 802079041 1797929604 106254864 1038063961 775845316 3879919521 1092963600 76615009 214183225 3029731849 534210769 1538835984 739948804 36072036 1877142276 482241600 2309475249 3173857569 56644 242175844 1537424100 3729300624 1575296100 900420049 1775189689 976375009 1187767296 104407524 1591531236 3223627729 1271492964 1490809321 797610564 1888076304 2784356289 1964173761 604176400 1782190656 1976836 1285796164 893830609 3428570916 443102500 521665600 3984639376 2263666084 1361979025 614742436 1583880804 81739681 12355225 2561574544 99500625 1722831049 656230689 1672319236 1207354009 699073600 32330596 2013561 263705121 2698594704 2620416100 120648256 98267569 2916648036 806446404 885181504 473367049 2308610304 3013241449 971319556 1720922256 995970481 2099838976 2014842769 332843536 1956912169 2042678416 265918249 2348759296 768675625 3401805625 1220174761 3009290449 1662845284 848789956 31460881 1213686244 2543588356 3651905761 105698961 2593253776 932386225 1674037225 1004256100 373030596 53509225 1657548369 3192250000 1635841 3824680336 3071154724 197093521 1483636324 71048041 510895609 4147231201 533101921 772006225 25190361 2951422929 185150449 178929 564870289 2547523729 2668858921 3561344329 154753600 32387481 310252996 4013982736 2250838249 3293038225 2610290281 3220108516 319515625 305809 1005968089 1649496996 73462041 585785209 1625541124 4131789841 3230785600 504496521 4168639225 87590881 3107839504 2823647044 835036609 1802342116 1354240000 3075035209 545362609 2755410064 611276176 316377369 984767161 1647710464 226984356 17707264 139192804 1057355289 468289600 172659600 345476569 750869604 2956531876 2805714961 1349607169 3979969569 605406025 2742336 52823824 186540964 4159734016 92813956 4244261904 620259025 2644530625 1707755625 1000836496 11236 229461904 1557801961 2347887025 1240518841 155226681 3364116001 275759236 1065565449 469155600 480793329 3296367396
3256756624 565155529 1726319401 1204090000 1363381776 3325367556 12895281 3048475369 2742616900 1605284356 374964496 2057257449 2722752400 163072900 482417296 4109835664 685549489 3065504689 305200900 3282717025 515524 587432169 284091025 2223782649 117961321 1270129 7203856 2297189041 1824400369 2092605025 1216126129 454755625 200987329 655769664 985708816 4237359025 2010356569 335146249 990675625 537544225 1553778724 3468738816 271425625 3979212561 4018038544 5405625 3429273600 4226690169 555780625 1666598976 28430224 19945156 2819397604 252937216 126517504 3451915009 94536729 1324523236 2363126544 785064361 1169708401 2209000000 30118144 741309529 3382236649 4148004025 1020610809 3577475344 884765025 1772410000 2353220100 207878724 1075249681 1908990864 3784587361 1049306449 1361093449 1928175921 1416468496 1351371121 2860645225 2131945929 280696516 229946896 2067157156 882684100 168039369 803098921 528356196 3048033681 3243188601 573219364 4155994089 1381460224 3872946289 414081801 2599572196 685235329 1413721 71893441 2673924100 3396092176 4151869225 987530625 557101609 27667600 3279967441 375429376 120384784 157803844 1075774401 1038063961 1817657956 241180900 2731316644 827310169 1438002241 2395123600 207590464 383768100 295221124 53056656 1482712036 84934656 3956121 2290101025 1833894976 513294336 1318270864 1016716996 758396521 112296409 1428764401 59552089 510082225 582169 832380201 3134320225 841058001 810028521 1404450576 2742093225 485320900 207648100 1190319001 1665537721 3165187600 1712883769 3280654729 2019244096 14907321 851472400 3683518864 215267584 2701296676 5340721 1675510489 2765182225 1410378025 1239040000 456164164 4844401 996222969 1347844369 932630521 213218404 646684900 1822179969 498941569 13697401 1533662244 3583459044 277988929 88868329 809288704 1570457641 2559550464 4082315449 3603841024 1680016144 23941449 976500001 107019025 428738436 80317444 337861161 905648836 555639184 355812769 174847729 1455346201 3014778649 70913241 2356325764 541679076 1666843929 1466736804 2159089156 11553201 4233454225 738698041 153264400 382750096 2782035025 1428025 3453677824 1122518016 321198084 1007364121 2774550276 943656961 555356356 3740545600 347524164 706443241 1575216721 219484225 1046199025 3230671921 3902001156 887384521 1547536 979189264 879063201 637209049 11404129 2977120969 2025 1212641329 848498641 785176441 44049769 4897369 114147856 157678249 3771188100 334963204 359595369 144937521 454542400 1411580041 3853429776 2959251201 81757764 534441924 3641036281 175377049 12236004 2465519716 548168569 3447803524 4963984 261857124 605996689 818818225 2941435225
300640921 530933764 190522809 1469112241 1869524644 30184036 611473984 1046587201 1457865124 2506103721 1657059849 225660484 2171094025 219306481 1123657441 2761607601 103917636 2501500225 1194946624 2339366689 1199236900 9746884 990990400 230219929 322166601 2216338084 1815612100 99920016 4240744641 1171761361 571536 41209 3650938929 3825298801 150847524 1768875364 88378801 2142671521 1520532036 1805315121 4264220601 2930923044 2964475809 98406400 187662601 1008570564 1058070784 333464121 2293260544 3404489104 1937320225 3789633600 1012257856 3759161344 3466147876 646583184 4144913161 1980962064 2192486976 1143521856 85451536 3298664356 1723993441 3717340900 2520542025 2883475204 48094225 3986785881 4173289201 184117761 1006221841 598242681 132987024 14258176 2093428516 1113957376 3358782025 2021941156 1021505521 1076430481 1920192400 1071056529 3742013584 3804299041 3250824256 4020574464 1352327076 2835882009 2287326276 985018225 2072889841 134536801 4045468816 516198400 2442039889 1712387161 3716609296 1984346116 13003236 335512489 22505536 358761481 1196260569 1886859844 16810000 3850698916 357890724 2595494916 2864711529 202806081 1810842916 1761061225 3516134209 3330213264 1805910016 114490000 1383170481 315311049 2299010704 1309571344 3218860225 215796100 3223741284 52911076 1057420324 2421624100 808890481 1829700625 450288400 69689104 110775625 169520400 3259496464 1428235264 2151197161 760656400 70593604 1908117124 318122896 1515155625 3422952036 76265289 618516900 160985344 2929515625 65334889 3251964676 32901696 887384521 3670421056 36100 592386921 827425225 1645519225 193126609 2008384225 2968942144 9517225 159542161 629106724 3035128464 1554567184 11102224 1184667561 780308356 3383981584 2198390769 965531329 589081441 460832089 19909444 3582142201 2318904025 2507605776 1170734656 263737600 3779913361 1594404900 240994576 420619081 2781613081 143568324 1899042084 657721 1407900484 1477710481 3954020161 4208246641 794281489 3444633481 349540416 3143172096 1623284100 2787523209 12075625 3220676001 221712100 660644209 120099681 3087358096 1348431841 1525058704 354267684 581919129 952771689 1305665956 1918878025 2990996100 2461052881 3373983396 3893884801 1847452324 148888804 1391439204 924889744 1167998976 3081138064 2586332736 190219264 2003726169 2196047044 978188176 3132528961 4204355281 1753013161 60202081 2316015625 35426304 255296484 68425984 1880263044 4163862784 904505625 270109225 908299044 71893441 247118400 2459168100 2588367376 16120225 29300569 145588356 3779667441 2523756169 2119865764 507150400 1676984401 88003161 1115292816 421973764 704743209 18241441 2592031744 2572518400 879834244 1147041
4115479104 613998841 1436334201 2593457476 92179201 25411681 3896381241 2870280625 883932361 835152201 2819503801 704000089 2874568225 124545600 15413476 924585649 30802500 488586816 711022225 684607225 1064716900 65885689 120033936 1071776644 2304864081 441336064 57168721 79032100 1397189641 2276530369 2837692900 1696945636 515153809 1536483204 2608247041 1199583225 1304437689 529322049 2217279744 12362256 1002735556 4020025 2264808100 1773504769 1601600400 771117361 2729958001 1754269456 2606408809 1802936521 159062544 160351569 1696616100 4135904721 1375297225 1362126649 134096400 365077449 1017291025 1092434704 1192389961 2453121841 737937225 110901961 825470361 1013721921 2081001924 12278016 1642356676 3794806404 96157636 214388164 2013316900 1690689924 301057201 2145449761 986211216 2188274841 292820544 82719025 29986576 934463761 1571488164 135699201 136188900 2609575056 221861025 3496120384 2804443849 98227921 1378265625 3175524 2184484 1241223361 181818256 2187441 4055906596 156175009 1443620025 2618982976 3516134209 939974281 1477402969 498539584 1737722596 1137375625 496175625 950625 1287230884 851997721 2023290361 893412100 590295616 78304801 1827306009 289136016 1260108004 3932167849 3790864900 2625332644 3162825121 3643691769 1048982544 153264400 82301184 3400872489 347636025 385690321 555073600 1246301809 270142096 294946276 592192225 1850118169 1013594569 48692484 536756224 1497535204 549081 1856661921 206899456 1927473409 2304768064 2603550625 580569025 88472836 1619177121 568631716 449270416 2928324996 30492484 39828721 3899128249 916817841 3526103161 616677889 718240000 2232279009 1426723984 3955026321 160047801 3195301729 629257225 119902500 1802427025 145057936 2020412601 180956304 544644 704000089 992754064 82011136 188705169 1154164729 1161105625 302551236 19298449 2172678544 1883386404 188348176 3736510129 3050352900 647091844 1351885824 3861225 2618061889 2291824129 3637537344 312653124 1392931684 3193493121 3455676225 947531524 3663517729 3862622500 3464970496 15132100 179720836 433638976 392673856 1306027321 17197609 3804175684 262893796 334780209 574177444 495507600 2217373921 29593600 1303210000 3730033476 1183428801 3905875009 524089449 1516401481 15515721 3161587984 760215184 2569374721 230584225 2037077956 2307169089 478646884 827195121 3797763876 552344004 632120164 3310736521 496888681 3029071369 3498367609 3339915264 1014104025 2909092096 3079251081 997170084 4892944 249703204 3321562689 2393362084 871607529 94420089 6765201 3127270084 181252369 5031049 4075928649 1246231204 3199486096 430604001 79192201 2369450329 564395049 849431025 1318416100 3493755664
4035171529 251000649 14092516 1207562500 679905625 1032272641 2600898001 1842984900 4254300625 1115159236 317694976 2415329316 3401222400 7929856 550934784 108680625 1107159076 46977316 2196421956 2688837316 91738084 1348284961 1986128356 1313555049 1771315569 108868356 136469124 200364025 1575931204 3020931369 19758025 235499716 3134656144 31304025 45995524 2032116241 884943504 1056250000 2528380089 626200576 647906116 5645376 3583219600 832553316 116035984 372258436 604717281 183548304 253605625 2607736356 2359336329 155226681 2997562500 1771315569 1833316 236021769 852815209 3169352209 3635848804 161671225 336759201 80335369 1226470441 1115560000 4276636816 2565118609 45819361 2981050801 249987721 227165184 81018001 3848341225 677769156 285474816 50893956 251444449 153760000 70627216 2274240721 816244900 3754748176 514291684 977000049 150454756 215561124 3271840000 2017806400 154728721 1932921225 938932164 1822777636 1771561 391876 225090009 2279967001 909746244 2539252881 491863684 652036225 366454449 1320813649 83814025 879419025 1493358736 442849936 3140257444 460445764 1720590400 262602025 24462916 2483228224 3407056900 249418849 1926419881 232440516 421563024 3785448676 1884775396 1225000000 2627587600 458388100 145106116 3224990521 17808400 247905025 1158177024 1363677184 36132121 46225 1506837124 210250000 479259664 3785202576 2890890289 451477504 363855625 3966102529 3323753104 263412900 1259966016 3882411481 750047769 396806400 90136036 1784386564 307616521 685340041 791915881 344102500 227285776 2295225 2547523729 3176449600 2137490289 3332983824 1769800761 1948781025 164121721 219217636 370755025 2714097409 124166449 4237098649 414651769 1774178641 350887824 3541083049 188293284 1574343684 403809025 4174452100 2460656025 1182053161 25130169 1135083481 194518809 1586508561 4249214596 3239431056 839898361 3303490576 1020802500 3842016256 349428249 1454507044 6927424 3589447744 79405921 2854230625 2382416100 469458889 2845969 118178641 1225280016 4290119001 2993184100 946915984 1673300836 110628324 180015889 89851441 3125592649 613305225 589275625 3489264900 1008126001 2488712769 489427129 2258245441 369600625 1555513600 1075708804 2735290000 66145689 1085768401 2004621529 105267600 2388472384 4036442089 3307860196 161874729 17197609 1304943376 4004105284 1927297801 596434084 2828856969 1500477696 1066218409 688800025 56160036 1123724484 2042136100 33039504 849431025 270569601 385219129 1310584804 3270352969 3003149601 3802942224 161213809 518400 390339049 1722250000 604274724 126135361 34609689 2106993604 951352336 315950625 2718579600 1445368324 193961329 1508001889 1621914529
2568867856 3796777924 771172900 72386064 188567824 60450625 51581124 575856009 170668096 4067633284 21224449 28291761 1590573924 141943396 172291876 3001286656 321484900 472279824 1453591876 3256528356 292239025 879063201 3003259204 656743129 1946044996 3236016996 1515622761 2956640625 3007206244 908118225 363609 1863476224 27248400 2713889025 292820544 19598329 1369518049 450967696 3074924304 2758560484 356832100 597802500 92198404 67059721 3281800369 374499904 2009101329 2086845124 96275344 1512976609 1787006529 666104481 154008100 664917796 4216424356 67683529 44235801 75829264 1326853476 3425175625 3551206464 4017658225 2609983744 2292302884 1843414225 3610447569 526151844 1199025 5837056 774286276 823862209 2900684164 1827819009 354004225 870958144 924342409 754820676 4229681296 1719595024 1822863025 1218816 887503681 631265625 48678529 223711849 276257641 590733025 1290246400 1817487424 927689764 2407472356 805764996 13082689 1836551025 4179105316 1759131364 136048896 1508856336 3581783104 361228036 2239844929 1230536241 3450740049 3682062400 208109476 4270622500 1221921936 2070705025 4112400384 1798353649 3438649600 2978648929 1781093209 215561124 2078356921 1275561225 306390016 2320156224 1811268481 3985775689 735982641 6635776 3632111289 51380224 673558209 2398648576 4107143569 2405019681 3875560516 3940323984 807753241 1411805476 2735185401 1707838276 1387860516 4212399409 1248562225 2350116484 1330717441 936666025 206439424 433722276 38564100 245736976 4092160900 10510564 1219406400 60264169 906190609 4017024400 2442731776 3184119184 605110801 199628641 4033393081 415792881 108534724 2678787049 386476281 1152263025 2447478784 64545156 3930036100 2363223769 895146561 1806165001 1658036961 292786321 1451457604 1719677961 2051365264 3687161284 3526934544 45050944 290395681 2183132176 2528380089 283450896 700819729 260273689 3216931524 239011600 3419793441 1555592481 3280883841 347188689 6190144 26770276 155276521 31945104 1626750889 694849600 1348578729 2399530225 650046016 1472026689 115154361 375972100 296735076 135908964 719097856 2471581225 1996302400 1409476849 900360036 59367025 3236401 1918002025 632975281 2427532900 2604775369 330148900 2150547876 788544 916151824 1050472921 30349081 1974646969 2825347716 150087001 2264808100 4279776400 40793769 1500625 263510289 84603204 1082146816 397882809 3976036 2225291929 2116276009 643028164 1772325801 1401828481 773618596 1967188609 2794391044 1196537281 375468129 308564356 1967277316 2836734121 2624410441 363169249 1216684161 724847929 303874624 237591396 3808988089 3368641600 427496976 565583524 3836563600 2758350400 3776225401 4000436001
1064716900 1777465600 36457444 97219600 331776 1352621284 136048896 3884530276 575280225 845355625 2268997956 198556281 416731396 2419459344 323316361 300304 964475136 210221001 555639184 457104400 840768016 24571849 1762824196 2050624 1694474896 165559689 4203706896 1241364289 2493204624 2558134084 1410378025 2329896361 1989695236 10569001 2609575056 1423854756 990675625 885419536 472149441 3117435556 2777395401 694375201 2326518756 3563731809 289068004 4094976064 2146098276 614395369 771061824 1844702500 10863616 1067982400 331640521 16208676 571783744 23503104 2245243456 2714722609 61638201 618417424 10297681 384081604 1797760000 412211809 4273759876 517426009 3489383041 1253443216 3593283136 1590414400 3675754384 459802249 204747481 2695167225 928969441 14508481 790340769 431060644 433597329 2904132100 3448390729 131606784 924160000 138886225 1969406884 416160000 266113969 1378276 782880400 3065947641 508818249 2963386969 3133424529 304432704 934096969 826792516 2862571009 620259025 4169672329 12945604 219928900 41679936 801569344 4897369 2893401 2158717444 3794806404 3528360000 46580625 4003219441 318801025 49970761 164070481 789947236 1181228161 2550553009 1539071361 3896256400 3004355344 512841316 313077636 3201409561 4239051664 2423100625 842724 1192942521 320266816 51279921 1906282921 1220454225 983637769 1582289284 94322944 2188461961 1579585536 141419664 18931201 3022470529 3787048521 220879044 1624009401 322525681 1535121 65642404 503508721 13417569 2878966336 1944633604 1007681536 1540405504 10824100 150994944 2516326569 1881043641 4141437316 309197056 2128161424 183683809 5428900 908359321 2456590096 58736896 4242698496 320016321 3122686161 478559376 4010435584 56025225 18966025 414366736 1643410521 522259609 417752721 418325209 767376 2429011225 3092472100 44195904 92813956 3036120201 1694557225 148498596 1430416 2111034916 4204614649 8934121 154878025 1360503225 1049695201 3598920081 1740224656 581533225 1441569024 3841768324 2635179556 1142034436 151240804 1863994276 1776622500 491641929 2242874881 281266441 6370576 219513856 1048852996 3001944100 199204996 668532736 2125578816 2401196004 1718599936 606587641 1888597764 702992196 118330884 534072100 644906025 330257929 3107616516 2115080100 198190084 598976676 1316165841 243765769 700925625 605307609 476985600 2781824049 2534417649 3248886001 203005504 814531600 685758969 829497601 1094617225 13366336 3380492164 352725961 336502336 3153271716 2221613956 551357361 2274908416 1188939361 76300225 564775225 3606723136 1595363364 4034155225 1994069025 54213769 587044441 1517569936 429732900 4826809 228553924
